,source,name,cluster_id_real
980,driverschoiceanniston.com,fuel,5_fuel
981,ezpaycars.com,fuel,5_fuel
982,floridainternetcars.com,fuel,5_fuel
983,galeriaautomart.com,fuel,5_fuel
984,gdow2.com,fuel,5_fuel
985,hammontonauto.com,fuel,5_fuel
986,happyautomart.com,fuel,5_fuel
988,hydeparkautosales.com,fuel,5_fuel
989,importaat.com,fuel,5_fuel
990,irbyautosales.com,fuel,5_fuel
991,jackmillerautoplaza.net,fuel,5_fuel
992,lakeviewautos.com,fuel,5_fuel
993,langfordent.com,fuel,5_fuel
994,langfordsqualitycars.com,fuel,5_fuel
995,lbmotorsaugusta.com,fuel,5_fuel
996,leasetrader.com,fuel,5_fuel
997,linearcars.com,fuel,5_fuel
999,lovittmotorcompany.com,fuel,5_fuel
1000,mamascarcity.com,fuel,5_fuel
1002,mooreautomotivesc.com,fuel,5_fuel
1005,republicautocredit.com,fuel,5_fuel
1008,slcenterprisesinc.com,fuel,5_fuel
1009,southcentraltrucksales.com,fuel,5_fuel
1011,stanthompsonautosales.com,fuel,5_fuel
1012,taylorscars.com,fuel,5_fuel
1013,thebestdealautos.com,fuel,5_fuel
1014,theprestigegallery.com,fuel,5_fuel
1016,unitedautosalesoffortpierce.com,fuel,5_fuel
1018,vizionauto.com,fuel,5_fuel
1019,waltwilliamsinc.com,fuel,5_fuel
1021,wildwoodautomart.com,fuel,5_fuel
1023,yesautomotivedublin.com,fuel,5_fuel
1024,5starautotampa.com,fuel,5_fuel
1025,baldwinautomotive.com,fuel,5_fuel
1026,canadaautosales.net,fuel,5_fuel
1027,candcmotorco.com,fuel,5_fuel
1029,carsoftampainc.com,fuel,5_fuel
1030,drivecrescent.com,fuel,5_fuel
1031,eagleautos.net,fuel,5_fuel
1032,gatewayautosalesjax.com,fuel,5_fuel
1033,hwy321auto.com,fuel,5_fuel
1034,liveoaktruckcenter.com,fuel,5_fuel
1035,moultonmotors.com,fuel,5_fuel
1036,rainbowmotorsinc.com,fuel,5_fuel
1037,supercarsautosales.com,fuel,5_fuel
1038,troyhambycars.com,fuel,5_fuel
1039,warnersstellian.com,fuel,5_fuel
1040,bishopmotorsportsinc.com,fuel,5_fuel
1041,thecarriagecompany.net,fuel,5_fuel
1043,hevenerscars.com,fuel,5_fuel
1044,hondagarden.com,fuel,5_fuel
1045,cardealsautosales.com,fuel,5_fuel
1047,laurelmotorsllc.com,fuel,5_fuel
1048,sefleet.com,fuel,5_fuel
1049,carcraft.co.uk,fuel,5_fuel
1050,abt.com,fuel type,5_fuel
1052,leasetrader.com,fuel type,5_fuel
1053,sleequipment.com,fuel type,5_fuel
1054,buyford.com,fuel type,5_fuel
1055,demontrond.com,fuel type,5_fuel
1061,goldwingdocs.com,color,6_exterior_color
1065,autohaulersupply.com,color,6_exterior_color
1071,kseriesparts.com,color,6_exterior_color
1072,budkoo.com,color,6_exterior_color
1073,abt.com,color,6_exterior_color
1074,tmart.com,color,6_exterior_color
1075,jensonusa.com,color,6_exterior_color
1076,usedmotorcycles.net,color,6_exterior_color
1079,scooter-center.com,color,6_exterior_color
1080,rewonline.com,color,6_exterior_color
1081,westsidekia.com,color,6_exterior_color
1083,restockit.com,color,6_exterior_color
1087,eccowarninglights.com,color,6_exterior_color
1090,ontimesupplies.com,color(s),6_exterior_color
1095,oreca-store.com,couleur,6_exterior_color
1098,allensamuels.com,ext color,6_exterior_color
1100,adachevy.com,ext color,6_exterior_color
1101,greenwayford.com,ext color,6_exterior_color
1102,allensamuelsdirect.com,ext color,6_exterior_color
1103,sethwadleyford.com,ext color,6_exterior_color
1104,justaskforjeff.com,ext color,6_exterior_color
1105,andersonfordsc.com,ext color,6_exterior_color
1106,ashevilleford.com,ext color,6_exterior_color
1107,huntersvilleford.com,ext color,6_exterior_color
1110,veteransfordtampa.com,ext color,6_exterior_color
1113,carkart.com,exterior,6_color_type
1114,700carconnection.com,exterior color,6_exterior_color
1115,adamsmotorcompanyinc.org,exterior color,6_exterior_color
1116,allensamuels.com,exterior color,6_exterior_color
1117,andersonfordsc.com,exterior color,6_exterior_color
1121,augustaautoandtrucksales.com,exterior color,6_exterior_color
1123,automobilesofdistinction.com,exterior color,6_exterior_color
1126,carsincstore.com,exterior color,6_exterior_color
1128,dnkautosalesllc.com,exterior color,6_exterior_color
1129,eazyrideautosales.com,exterior color,6_exterior_color
1130,georgiamotors.net,exterior color,6_exterior_color
1131,goodwheelsautoga.com,exterior color,6_exterior_color
1132,guysautomotive.net,exterior color,6_exterior_color
1134,huntersvilleford.com,exterior color,6_exterior_color
1136,mooreautomotivesc.com,exterior color,6_exterior_color
1137,satillamotors.com,exterior color,6_exterior_color
1138,sethwadleydodge.com,exterior color,6_exterior_color
1141,sunsetautosalesandclassics.net,exterior color,6_exterior_color
1142,taylorscars.com,exterior color,6_exterior_color
1143,vizionauto.com,exterior color,6_exterior_color
1146,896-6222.com,exterior color,6_exterior_color
1147,jacobsautorockingham.com,exterior color,6_exterior_color
1148,5starautotampa.com,exterior color,6_exterior_color
1150,burnoutsofasheville.com,exterior color,6_exterior_color
1151,cervantesauto.com,exterior color,6_exterior_color
1152,mtncountryauto.com,exterior color,6_exterior_color
1154,randrsalesinconline.com,exterior color,6_exterior_color
1155,foremanmotorsinc.com,exterior color,6_exterior_color
1157,lakeviewautos.com,exterior color,6_exterior_color
1158,langfordent.com,exterior color,6_exterior_color
1159,langfordsqualitycars.com,exterior color,6_exterior_color
1161,demontrond.com,exterior color,6_exterior_color
1162,ashevilleford.com,exterior color,6_exterior_color
1163,capitalcityautosalesfl.com,exterior color,6_exterior_color
1164,thebestdealautos.com,exterior color,6_exterior_color
1165,myautomax.com,exterior color,6_exterior_color
1166,southcentraltrucksales.com,exterior color,6_exterior_color
1167,allensamuelsfar.com,exterior color,6_exterior_color
1168,bosautosales.com,exterior color,6_exterior_color
1169,mamascarcity.com,exterior color,6_exterior_color
1170,aandeauto.com,exterior color,6_exterior_color
1171,stanthompsonautosales.com,exterior color,6_exterior_color
1172,lbmotorsaugusta.com,exterior color,6_exterior_color
1173,importaat.com,exterior color,6_exterior_color
1174,pensacolaautomart.com,exterior color,6_exterior_color
1175,adachevy.com,exterior color,6_exterior_color
1176,justaskforjeff.com,exterior color,6_exterior_color
1177,kiaofmurfreesboro.com,exterior color,6_exterior_color
1178,49thstreetautosales.com,exterior color,6_exterior_color
1179,hydeparkautosales.com,exterior color,6_exterior_color
1180,jackmillerautoplaza.net,exterior color,6_exterior_color
1181,drivecrescent.com,exterior color,6_exterior_color
1182,pugmirefordcartersville.com,exterior color,6_exterior_color
1183,buyford.com,exterior color,6_exterior_color
1184,bernardcars.com,exterior color,6_exterior_color
1185,pugmirefordcarrollton.com,exterior color,6_exterior_color
1186,a5kusedcars.com,exterior color,6_exterior_color
1187,pugmire.com,exterior color,6_exterior_color
1189,arkautosales.com,exterior color,6_exterior_color
1190,cherokeeautogroup.com,exterior color,6_exterior_color
1191,candjoftampa.com,exterior color,6_exterior_color
1192,supercarsautosales.com,exterior color,6_exterior_color
1193,yesautomotivedublin.com,exterior color,6_exterior_color
1194,cardealsautosales.com,exterior color,6_exterior_color
1195,carsoftampainc.com,exterior color,6_exterior_color
1196,lovittmotorcompany.com,exterior color,6_exterior_color
1197,beltonautocredit.com,exterior color,6_exterior_color
1198,bishopmotorsportsinc.com,exterior color,6_exterior_color
1199,canadaautosales.net,exterior color,6_exterior_color
1200,gordonautowholesale.com,exterior color,6_exterior_color
1201,rustyeckford.com,exterior color,6_exterior_color
1202,firstchoiceautosohio.com,exterior color,6_exterior_color
1203,metromotorsalesinc.com,exterior color,6_exterior_color
1204,eagleautos.net,exterior color,6_exterior_color
1207,defoellerautosales.com,exterior color,6_exterior_color
1208,southsidemotorco.com,exterior color,6_exterior_color
1209,hevenerscars.com,exterior color,6_exterior_color
1211,charlotteautosales.com,exterior color,6_exterior_color
1212,amazingdealsautos.com,exterior color,6_exterior_color
1213,fairfaxhyundai.com,exterior color,6_exterior_color
1214,waltwilliamsinc.com,exterior color,6_exterior_color
1215,mcclaryforddirect.com,exterior color,6_exterior_color
1217,vanscarsandtrucks.net,exterior color,6_exterior_color
1218,andycothernautosales.com,exterior color,6_exterior_color
1219,raysusedcars.com,exterior color,6_exterior_color
1220,rainbowmotorsinc.com,exterior color,6_exterior_color
1221,saveatmorgans.com,exterior color,6_exterior_color
1222,lumpysautosales.com,exterior color,6_exterior_color
1223,extremeautoworld.com,exterior color,6_exterior_color
1226,baldwinautomotive.com,exterior color,6_exterior_color
1227,autoflex.com,exterior color,6_exterior_color
1228,allensamuelsdirect.com,exterior color,6_exterior_color
1229,laurelmotorsllc.com,exterior color,6_exterior_color
1230,liveoaktruckcenter.com,exterior color,6_exterior_color
1231,tandwmotors.com,exterior color,6_exterior_color
1232,gatewayautosalesjax.com,exterior color,6_exterior_color
1233,bbt-inc.com,exterior color,6_exterior_color
1235,carsrusofaugusta.com,exterior color,6_exterior_color
1236,irbyautosales.com,exterior color,6_exterior_color
1237,earlleeautosales.com,exterior color,6_exterior_color
1238,dillonautosales.net,exterior color,6_exterior_color
1239,veteransfordtampa.com,exterior color,6_exterior_color
1243,southernwholesalecars.com,exterior color,6_exterior_color
1244,sethwadleyford.com,exterior color,6_exterior_color
1245,hammontonauto.com,exterior color,6_exterior_color
1246,floridainternetcars.com,exterior color,6_exterior_color
1247,linearcars.com,exterior color,6_exterior_color
1248,wildwoodautomart.com,exterior color,6_exterior_color
1249,pensacolaautobrokers4u.com,exterior color,6_exterior_color
1250,highwaymotorsonline.com,exterior color,6_exterior_color
1251,skillmansautosales.com,exterior color,6_exterior_color
1252,hallmarkautosales.com,exterior color,6_exterior_color
1253,hwy321auto.com,exterior color,6_exterior_color
1254,candcmotorco.com,exterior color,6_exterior_color
1255,greenwayford.com,exterior color,6_exterior_color
1256,happyautomart.com,exterior color,6_exterior_color
1257,moultonmotors.com,exterior color,6_exterior_color
1259,republicautocredit.com,exterior color,6_exterior_color
1260,billdubetoyota.com,exterior color,6_exterior_color
1261,billdube.com,exterior color,6_exterior_color
1262,galeriaautomart.com,exterior color,6_exterior_color
1263,greencornerautopark.com,exterior color,6_exterior_color
1265,budgetautoandtrucksales.com,exterior color,6_exterior_color
1266,carpointoforlando.com,exterior color,6_exterior_color
1267,ezpaycars.com,exterior color,6_exterior_color
1268,theprestigegallery.com,exterior color,6_exterior_color
1269,southsideautosales.net,exterior color,6_exterior_color
1271,gdow2.com,exterior color,6_exterior_color
1273,mayhallautosales.com,exterior color,6_exterior_color
1275,slcenterprisesinc.com,exterior color,6_exterior_color
1276,unitedautosalesoffortpierce.com,exterior color,6_exterior_color
1278,rainwatermotorco.com,exterior color,6_exterior_color
1279,thecarriagecompany.net,exterior color,6_exterior_color
1280,troyhambycars.com,exterior color,6_exterior_color
1281,billdubeford.com,exterior color,6_exterior_color
1282,driverschoiceanniston.com,exterior color,6_exterior_color
1284,regalkia.com,exterior color,6_exterior_color
1286,regalhonda.com,exterior color,6_exterior_color
1287,agnauto.com,exterior color,6_exterior_color
1288,goebelsusedcars.com,exterior color,6_exterior_color
1289,tandwmotor.com,exterior color,6_exterior_color
1290,agnautogallery.com,exterior color,6_exterior_color
1291,cmorecars.com,exterior color,6_exterior_color
1293,sefleet.com,exterior color,6_exterior_color
1295,parkcitiesfordofdallas.com,exterior color,6_exterior_color
1297,middlemansav.com,exterior color,6_color_brand
1299,radiatorvalves4u.co.uk,finish,6_finish
1302,rewonline.com,finish,6_finish
1303,budsgunshop.com,finish,6_finish
1305,customwheelsexpress.com,finish,6_finish
1306,electricautomationnetwork.com,finish,6_finish
1308,blacklabeltactical.com,finish / color,6_finish
1309,tmart.com,surface finish,6_finish
1312,agnauto.com,engine,7_engine
1315,hondagarden.com,engine,7_engine
1318,middlemansav.com,engine,7_engine
1319,satillamotors.com,engine,7_engine
1320,896-6222.com,engine,7_engine
1326,burnoutsofasheville.com,engine,7_engine
1328,driverschoiceanniston.com,engine,7_engine
1329,goodwheelsautoga.com,engine,7_engine
1331,linearcars.com,engine,7_engine
1333,mooreautomotivesc.com,engine,7_engine
1334,mtncountryauto.com,engine,7_engine
1336,mullinaxfordmobile.com,engine,7_engine
1342,taylorscars.com,engine,7_engine
1343,vizionauto.com,engine,7_engine
1346,wildwoodautomart.com,engine,7_engine
1347,5starautotampa.com,engine,7_engine
1348,foremanmotorsinc.com,engine,7_engine
1354,leasetrader.com,engine,7_engine
1355,allensamuels.com,engine,7_engine
1356,allensamuelsfar.com,engine,7_engine
1357,mcclaryforddirect.com,engine,7_engine
1358,buyford.com,engine,7_engine
1359,allensamuelsdirect.com,engine,7_engine
1361,andersonfordsc.com,engine,7_engine
1362,huntersvilleford.com,engine,7_engine
1363,ashevilleford.com,engine,7_engine
1364,amazingdealsautos.com,engine,7_engine
1365,49thstreetautosales.com,engine,7_engine
1366,cherokeeautogroup.com,engine,7_engine
1367,capitalcityautosalesfl.com,engine,7_engine
1368,ahparts.com,engine,7_engine
1369,budgetautoandtrucksales.com,engine,7_engine
1370,goebelsusedcars.com,engine,7_engine
1372,randrsalesinconline.com,engine,7_engine
1373,pensacolaautobrokers4u.com,engine,7_engine
1374,waltwilliamsinc.com,engine,7_engine
1375,regalkia.com,engine,7_engine
1376,rustyeckford.com,engine,7_engine
1377,greenwayford.com,engine,7_engine
1378,raysusedcars.com,engine,7_engine
1379,sunsetautosalesandclassics.net,engine,7_engine
1380,aandeauto.com,engine,7_engine
1381,candcmotorco.com,engine,7_engine
1382,carsoftampainc.com,engine,7_engine
1383,defoellerautosales.com,engine,7_engine
1384,eazyrideautosales.com,engine,7_engine
1385,extremeautoworld.com,engine,7_engine
1386,guysautomotive.net,engine,7_engine
1387,hallmarkautosales.com,engine,7_engine
1388,highwaymotorsonline.com,engine,7_engine
1389,mamascarcity.com,engine,7_engine
1390,pensacolaautomart.com,engine,7_engine
1391,skillmansautosales.com,engine,7_engine
1392,supercarsautosales.com,engine,7_engine
1394,a5kusedcars.com,engine,7_engine
1395,jackmillerautoplaza.net,engine,7_engine
1396,canadaautosales.net,engine,7_engine
1397,lovittmotorcompany.com,engine,7_engine
1398,hwy321auto.com,engine,7_engine
1399,rainbowmotorsinc.com,engine,7_engine
1400,stanthompsonautosales.com,engine,7_engine
1401,earlleeautosales.com,engine,7_engine
1402,sethwadleyford.com,engine,7_engine
1403,firstchoiceautosohio.com,engine,7_engine
1404,southcentraltrucksales.com,engine,7_engine
1405,bbt-inc.com,engine,7_engine
1406,adamsmotorcompanyinc.org,engine,7_engine
1407,cervantesauto.com,engine,7_engine
1408,georgiamotors.net,engine,7_engine
1409,gordonautowholesale.com,engine,7_engine
1410,hydeparkautosales.com,engine,7_engine
1411,importaat.com,engine,7_engine
1412,irbyautosales.com,engine,7_engine
1413,langfordent.com,engine,7_engine
1414,langfordsqualitycars.com,engine,7_engine
1415,lbmotorsaugusta.com,engine,7_engine
1416,metromotorsalesinc.com,engine,7_engine
1417,rainwatermotorco.com,engine,7_engine
1418,southernwholesalecars.com,engine,7_engine
1419,vanscarsandtrucks.net,engine,7_engine
1420,arkautosales.com,engine,7_engine
1421,bernardcars.com,engine,7_engine
1422,beltonautocredit.com,engine,7_engine
1423,augustaautoandtrucksales.com,engine,7_engine
1424,automobilesofdistinction.com,engine,7_engine
1425,dillonautosales.net,engine,7_engine
1426,dnkautosalesllc.com,engine,7_engine
1428,saveatmorgans.com,engine,7_engine
1429,yesautomotivedublin.com,engine,7_engine
1432,bosautosales.com,engine,7_engine
1433,regalhonda.com,engine,7_engine
1434,demontrond.com,engine,7_engine
1435,veteransfordtampa.com,engine,7_engine
1436,adachevy.com,engine,7_engine
1437,eagleautos.net,engine,7_engine
1438,autoflex.com,engine,7_engine
1439,justaskforjeff.com,engine,7_engine
1440,laurelmotorsllc.com,engine,7_engine
1441,kiaofmurfreesboro.com,engine,7_engine
1442,westsidekia.com,engine,7_engine
1443,candjoftampa.com,engine,7_engine
1444,carpointoforlando.com,engine,7_engine
1446,sefleet.com,engine,7_engine
1447,theprestigegallery.com,engine,7_engine
1448,troyhambycars.com,engine,7_engine
1449,charlotteautosales.com,engine,7_engine
1450,drivecrescent.com,engine,7_engine
1451,gatewayautosalesjax.com,engine,7_engine
1452,hevenerscars.com,engine,7_engine
1453,southsideautosales.net,engine,7_engine
1454,cardealsautosales.com,engine,7_engine
1455,thebestdealautos.com,engine,7_engine
1456,lumpysautosales.com,engine,7_engine
1457,pugmirefordcartersville.com,engine,7_engine
1458,liveoaktruckcenter.com,engine,7_engine
1459,andycothernautosales.com,engine,7_engine
1460,parkcitiesfordofdallas.com,engine,7_engine
1461,700carconnection.com,engine,7_engine
1462,baldwinautomotive.com,engine,7_engine
1463,pugmire.com,engine,7_engine
1464,pugmirefordcarrollton.com,engine,7_engine
1465,billdube.com,engine,7_engine
1466,billdubeford.com,engine,7_engine
1467,billdubetoyota.com,engine,7_engine
1469,carsincstore.com,engine,7_engine
1470,hammontonauto.com,engine,7_engine
1471,jacobsautorockingham.com,engine,7_engine
1472,lakeviewautos.com,engine,7_engine
1473,myautomax.com,engine,7_engine
1475,carsrusofaugusta.com,engine,7_engine
1476,ezpaycars.com,engine,7_engine
1478,slcenterprisesinc.com,engine,7_engine
1479,floridainternetcars.com,engine,7_engine
1480,republicautocredit.com,engine,7_engine
1481,gdow2.com,engine,7_engine
1482,greencornerautopark.com,engine,7_engine
1483,happyautomart.com,engine,7_engine
1484,mayhallautosales.com,engine,7_engine
1486,southsidemotorco.com,engine,7_engine
1489,unitedautosalesoffortpierce.com,engine,7_engine
1491,galeriaautomart.com,engine,7_engine
1492,bishopmotorsportsinc.com,engine,7_engine
1493,agnautogallery.com,engine,7_engine
1494,moultonmotors.com,engine,7_engine
1495,sethwadleydodge.com,engine,7_engine
1496,thecarriagecompany.net,engine,7_engine
1497,tandwmotor.com,engine,7_engine
1498,tandwmotors.com,engine,7_engine
1499,cmorecars.com,engine,7_engine
1503,49thstreetautosales.com,transmission,8_trans
1504,5starautotampa.com,transmission,8_trans
1505,700carconnection.com,transmission,8_trans
1506,896-6222.com,transmission,8_trans
1507,a5kusedcars.com,transmission,8_trans
1508,aandeauto.com,transmission,8_trans
1509,adamsmotorcompanyinc.org,transmission,8_trans
1510,agnauto.com,transmission,8_trans
1511,agnautogallery.com,transmission,8_trans
1514,andersonfordsc.com,transmission,8_trans
1515,andycothernautosales.com,transmission,8_trans
1517,arkautosales.com,transmission,8_trans
1518,ashevilleford.com,transmission,8_trans
1520,augustaautoandtrucksales.com,transmission,8_trans
1522,automobilesofdistinction.com,transmission,8_trans
1523,baldwinautomotive.com,transmission,8_trans
1524,bbt-inc.com,transmission,8_trans
1525,beltonautocredit.com,transmission,8_trans
1526,bernardcars.com,transmission,8_trans
1527,bishopmotorsportsinc.com,transmission,8_trans
1530,bosautosales.com,transmission,8_trans
1531,burnoutsofasheville.com,transmission,8_trans
1532,buyford.com,transmission,8_trans
1534,canadaautosales.net,transmission,8_trans
1535,candcmotorco.com,transmission,8_trans
1536,candjoftampa.com,transmission,8_trans
1537,capitalcityautosalesfl.com,transmission,8_trans
1538,cardealsautosales.com,transmission,8_trans
1539,carpointoforlando.com,transmission,8_trans
1540,carsincstore.com,transmission,8_trans
1541,cervantesauto.com,transmission,8_trans
1543,charlotteautosales.com,transmission,8_trans
1544,cherokeeautogroup.com,transmission,8_trans
1545,cmorecars.com,transmission,8_trans
1546,defoellerautosales.com,transmission,8_trans
1547,dillonautosales.net,transmission,8_trans
1548,dnkautosalesllc.com,transmission,8_trans
1549,eagleautos.net,transmission,8_trans
1550,earlleeautosales.com,transmission,8_trans
1551,eazyrideautosales.com,transmission,8_trans
1553,extremeautoworld.com,transmission,8_trans
1554,ezpaycars.com,transmission,8_trans
1555,firstchoiceautosohio.com,transmission,8_trans
1556,floridainternetcars.com,transmission,8_trans
1557,foremanmotorsinc.com,transmission,8_trans
1558,galeriaautomart.com,transmission,8_trans
1560,gdow2.com,transmission,8_trans
1561,georgiamotors.net,transmission,8_trans
1562,goebelsusedcars.com,transmission,8_trans
1563,goodwheelsautoga.com,transmission,8_trans
1564,gordonautowholesale.com,transmission,8_trans
1565,greencornerautopark.com,transmission,8_trans
1566,guysautomotive.net,transmission,8_trans
1567,hallmarkautosales.com,transmission,8_trans
1568,hammontonauto.com,transmission,8_trans
1569,happyautomart.com,transmission,8_trans
1571,hevenerscars.com,transmission,8_trans
1572,highwaymotorsonline.com,transmission,8_trans
1573,huntersvilleford.com,transmission,8_trans
1575,importaat.com,transmission,8_trans
1576,irbyautosales.com,transmission,8_trans
1577,jackmillerautoplaza.net,transmission,8_trans
1579,jacobsautorockingham.com,transmission,8_trans
1581,lakeviewautos.com,transmission,8_trans
1586,linearcars.com,transmission,8_trans
1588,liveoaktruckcenter.com,transmission,8_trans
1589,lovittmotorcompany.com,transmission,8_trans
1590,lumpysautosales.com,transmission,8_trans
1591,mamascarcity.com,transmission,8_trans
1593,mayhallautosales.com,transmission,8_trans
1594,metromotorsalesinc.com,transmission,8_trans
1595,middlemansav.com,transmission,8_trans
1596,mooreautomotivesc.com,transmission,8_trans
1598,mtncountryauto.com,transmission,8_trans
1599,mullinaxfordmobile.com,transmission,8_trans
1601,parkcitiesfordofdallas.com,transmission,8_trans
1603,pensacolaautobrokers4u.com,transmission,8_trans
1604,pensacolaautomart.com,transmission,8_trans
1606,pugmire.com,transmission,8_trans
1607,pugmirefordcarrollton.com,transmission,8_trans
1608,pugmirefordcartersville.com,transmission,8_trans
1610,randrsalesinconline.com,transmission,8_trans
1611,raysusedcars.com,transmission,8_trans
1613,satillamotors.com,transmission,8_trans
1614,saveatmorgans.com,transmission,8_trans
1615,sethwadleydodge.com,transmission,8_trans
1617,skillmansautosales.com,transmission,8_trans
1618,slcenterprisesinc.com,transmission,8_trans
1619,southcentraltrucksales.com,transmission,8_trans
1620,southernwholesalecars.com,transmission,8_trans
1621,southsideautosales.net,transmission,8_trans
1623,southsidemotorco.com,transmission,8_trans
1624,stanthompsonautosales.com,transmission,8_trans
1625,sunsetautosalesandclassics.net,transmission,8_trans
1626,tandwmotor.com,transmission,8_trans
1627,tandwmotors.com,transmission,8_trans
1628,taylorscars.com,transmission,8_trans
1629,thebestdealautos.com,transmission,8_trans
1630,theprestigegallery.com,transmission,8_trans
1631,vanscarsandtrucks.net,transmission,8_trans
1632,vizionauto.com,transmission,8_trans
1633,westsidekia.com,transmission,8_trans
1637,carsoftampainc.com,transmission,8_trans
1638,lbmotorsaugusta.com,transmission,8_trans
1640,drivecrescent.com,transmission,8_trans
1642,myautomax.com,transmission,8_trans
1645,budgetautoandtrucksales.com,transmission,8_trans
1646,demontrond.com,transmission,8_trans
1647,greenwayford.com,transmission,8_trans
1648,rainwatermotorco.com,transmission,8_trans
1650,supercarsautosales.com,transmission,8_trans
1651,veteransfordtampa.com,transmission,8_trans
1652,leasetrader.com,transmission,8_trans
1654,troyhambycars.com,transmission,8_trans
1656,hondagarden.com,transmission,8_transmission_propulsion
1658,waltwilliamsinc.com,transmission,8_trans
1659,billdubeford.com,transmission,8_trans
1660,laurelmotorsllc.com,transmission,8_trans
1661,allensamuels.com,transmission,8_trans
1662,ahparts.com,transmission,8_trans
1663,allensamuelsdirect.com,transmission,8_trans
1664,allensamuelsfar.com,transmission,8_trans
1665,mcclaryforddirect.com,transmission,8_trans
1667,autoflex.com,transmission,8_trans
1668,rustyeckford.com,transmission,8_trans
1669,adachevy.com,transmission,8_trans
1670,regalkia.com,transmission,8_trans
1671,sethwadleyford.com,transmission,8_trans
1673,fairfaxhyundai.com,transmission,8_trans
1674,justaskforjeff.com,transmission,8_trans
1675,kiaofmurfreesboro.com,transmission,8_trans
1676,regalhonda.com,transmission,8_trans
1677,republicautocredit.com,transmission,8_trans
1678,carcraft.co.uk,transmission,8_trans
1680,thecarriagecompany.net,transmission,8_trans
1681,billdube.com,transmission,8_trans
1682,billdubetoyota.com,transmission,8_trans
1685,schutzprofi.com,artikelgewicht,9_weight
1686,gabionenshop.com,artikelgewicht,9_weight
1690,hondagarden.com,dry weight,9_weight
1691,wholesalepowertools.com,dry weight,9_weight
1692,marinehonda.com,dry weight (kg),9_weight
1693,northernautoparts.com,exhaust duration at 050 inch lift,9_exhaust_duration_050
1694,bcracing-na.com,front spring,9_front_spring
1695,pelicanparts.com,front spring,9_front_spring
1696,leasetrader.com,front tire width,9_front_tire_weight
1703,carkart.com,item weight,9_item_weight
1704,ontimesupplies.com,item weight,9_item_weight
1711,libergolispneumatici.com,larghezza,9_width
1713,scooter-center.com,mass rollers set 1,9_rollers_mass
1716,electricautomationnetwork.com,net weight,9_net_weight
1717,warnersstellian.com,net weight,9_net_weight
1720,ferramentavitalicia.com,peso sem fio (norma epta),9_net_weight
1721,primo-ideo.com,poids net (kg),9_net_weight
1722,lease-termination.com,rear tire width,9_rear_tire_width
1723,leasetrader.com,rear tire width,9_rear_tire_width
1728,boschchinhhang.com,trọng lượng tịnh,9_net_weight
1735,libergolispneumatici.com,altezza,10_height
1736,scooter-center.com,breite kurbelwangen,10_crank_width
1738,batteries4pro.com,capacité (ah),10_capacity_battery
1739,rewonline.com,depth (front - back),10_depth
1742,scooter-center.com,espesor,10_thickness
1744,demontrond.com,fuel tank capacity,10_fuel_capacity
1745,wholesalepowertools.com,fuel tank capacity,10_fuel_capacity
1746,buyford.com,fuel tank capacity,10_fuel_capacity
1747,hondagarden.com,fuel tank capacity,10_fuel_capacity
1748,hendymarine.co.uk,gear ratio,10_gear_ratio
1751,kseriesparts.com,head gasket thickness,10_head_gasket_thickness
1753,hellermanntyton.co.uk,length (l2),10_length
1757,autohaulersupply.com,our price,10_price
1761,pneustore.com.br,perfil,10_perfil
1762,partstown.com,precio de lista,10_price
1763,lease-termination.com,rear tire profile,10_rear_tire_profile
1764,leasetrader.com,rear tire profile,10_rear_tire_profile
1767,greenwayford.com,retail customer cash,10_price
1768,propartsusa.com,spring inside diameter,10_spring_diameter
1769,atlashandlinguk.co.uk,tread,10_tread
1771,scooter-center.com,width crankshaft webs,10_width_crankshaft
1773,crutchfield.com,box finish,11_box_finish
1774,atlashandlinguk.co.uk,bracket material,11_bracket_material
1775,scooter-center.com,connection material,11_connection_material
1777,rewonline.com,construction,11_material
1778,hondagarden.com,cutter deck,11_deck_material
1780,restockit.com,material,11_material
1783,ttpremium.com,material,11_material
1784,jensonusa.com,material,11_material
1785,shopclues.com,material,11_material
1786,scooter-center.com,material,11_material
1795,tmart.com,material,11_material
1796,tracepartsonline.net,material,11_material
1797,electricautomationnetwork.com,material,11_material
1798,radiatorvalves4u.co.uk,material,11_material
1800,ikaros.net,material,11_material
1809,scooter-center.com,material balancing weights,11_material_balancing_weights
1810,ontimesupplies.com,material(s),11_material
1811,silverhorseracing.com,primary material,11_material
1819,partstown.com,anchura,12_width
1821,scooter-center.com,bohrung,12_depth
1823,absatzplus.com,brutto rechnungsbetrag,12_gross_price
1825,scooter-center.com,connection angle,12_connection_angle
1826,exedigitaltuning.it,coppia,12_torque
1827,exedigitaltuning.fr,couple,12_torque
1828,pedalworks.co.uk,deposit amount,12_deposit_amount
1829,rewonline.com,diameter,12_diameter
1831,carsparkplugs.com,diameter,12_diameter
1832,ventaneumaticos.com,diameter,12_diameter
1834,scooter-center.com,diameter,12_diameter
1836,pneustore.com.br,diâmetro,12_diameter
1837,scooter-center.com,diámetro interno,12_diameter
1840,exedigitaltuning.de,drehmoment,12_torque
1843,scooter-center.com,durchmesser innen,12_diameter
1848,scooter-center.com,height battery,12_battery_height
1849,turboloch.com,herstellernummer / manufacturer number,12_producer_code
1850,electricautomationnetwork.com,höhe,12_height
1851,gabionenshop.com,höhe,12_height
