source,name,cluster_id_real
usedwinnipeg.com,category,7_clothing_category
furniturelandsouth.com,category,7_furniture_category
katom.com,category,7_clothing_category
organic-store.eu,category,7_cosmetic_category
shopclues.com,neckline,16_neckline
tmart.com,neckline style,16_neckline
fashionmia.com,collar,16_neckline
shopclues.com,collar,16_neckline
tmart.com,collar style,16_neckline
fashionmia.com,collar&neckline,16_neckline
tmart.com,collarband shape,16_neckline
tmart.com,neck style,16_neckline
addoway.com,neckline,16_neckline
artigiano.co.uk,neckline / collar,16_neckline
artigiano.co.uk,pattern,33_pattern
mona-mode.fr,motif,33_pattern
galeria-kaufhof.de,design,33_pattern
mapetitemercerie.com,motif,33_pattern
addoway.com,pattern,33_pattern
tmart.com,pattern,33_pattern
fashionmia.com,pattern type,33_pattern
igotitfreeonline.com,pattern type,33_pattern
shopclues.com,prints & patterns,33_pattern
pusatgrosirtasmurah.com,sku,47_sku
grosirtascantik.com,sku,47_sku
fashionmia.com,sku,47_sku
mcguirearmynavy.com,sku,47_sku
tweakers.net,sku,47_sku
cmonwealth.com,sku,47_sku
furniturelandsouth.com,sku,47_sku
mensclothingexpress.com,sku,47_sku
bino.pl,symbol producenta,47_sku
usedcourtenaycomox.com,status,2_status
usedcowichan.com,status,2_status
usednanaimo.com,status,2_status
usedottawa.com,status,2_status
usedpei.com,status,2_status
usedvancouver.com,status,2_status
usedvictoria.com,status,2_status
usedwinnipeg.com,status,2_status
usedottawa.com,posted,4_posted
usedvictoria.com,posted,4_posted
usedcourtenaycomox.com,posted,4_posted
usedcowichan.com,posted,4_posted
usednanaimo.com,posted,4_posted
usedpei.com,posted,4_posted
usedvancouver.com,posted,4_posted
usedwinnipeg.com,posted,4_posted
usednanaimo.com,expiry,5_expiry
usedpei.com,expiry,5_expiry
usedcowichan.com,expiry,5_expiry
usedottawa.com,expiry,5_expiry
usedcourtenaycomox.com,expiry,5_expiry
usedvancouver.com,expiry,5_expiry
usedvictoria.com,expiry,5_expiry
usedwinnipeg.com,expiry,5_expiry
usedcourtenaycomox.com,details,6_seller_status
usednanaimo.com,details,6_seller_status
usedottawa.com,details,6_seller_status
usedpei.com,details,6_seller_status
usedvancouver.com,details,6_seller_status
usedcowichan.com,details,6_seller_status
usedvictoria.com,details,6_seller_status
usedwinnipeg.com,details,6_seller_status
edel-optics.ca,rim type,111_rim_type
edel-optics.co.za,rim type,111_rim_type
edel-optics.com.cy,rim type,111_rim_type
edel-optics.com.mt,rim type,111_rim_type
edel-optics.ie,rim type,111_rim_type
edel-optics.in,rim type,111_rim_type
edel-optics.my,rim type,111_rim_type
edel-optics.tw,rim type,111_rim_type
edel-optics.ca,lenses,112_lens_type
edel-optics.co.za,lenses,112_lens_type
edel-optics.com.cy,lenses,112_lens_type
edel-optics.com.mt,lenses,112_lens_type
edel-optics.ie,lenses,112_lens_type
edel-optics.in,lenses,112_lens_type
edel-optics.my,lenses,112_lens_type
edel-optics.tw,lenses,112_lens_type
usedcowichan.com,renewed,3_renewed
usedottawa.com,renewed,3_renewed
usednanaimo.com,renewed,3_renewed
usedpei.com,renewed,3_renewed
usedvancouver.com,renewed,3_renewed
usedvictoria.com,renewed,3_renewed
usedwinnipeg.com,renewed,3_renewed
furniturelandsouth.com,type,29_clothing_category
istyle99.com,type,29_clothing_category
itek-webwinkel.be,type,29_clothing_category
katom.com,type,29_clothing_category
purchaze.com,type,29_clothing_category
shopclues.com,type,29_clothing_category
tmart.com,type,29_clothing_category
artigiano.co.uk,style,30_clothing_category
fashionmia.com,style,30_clothing_category
furniturelandsouth.com,style,30_clothing_category
igotitfreeonline.com,style,30_clothing_category
peakdix30.com,style,30_model_id
shopclues.com,style,30_clothing_category
tmart.com,style,30_clothing_category
tweakers.net,productprijs,41_price
absatzplus.com,nettobetrag,41_net_price
pusatgrosirtasmurah.com,you save,41_discount
neurika.com,ancho (mm),41_width
addoway.com,center back length,41_center back length
addoway.com,inseam,41_inseam
rentreediscount.com,largeur,41_width
edel-optics.be,couleur,43_color
edel-optics.ch,couleur,43_color
edel-optics.fr,couleur,43_color
edel-optics.ca,couleur,43_color
mapetitemercerie.com,couleur,43_color
rentreediscount.com,couleur,43_color
tmart.com,couleur,43_color
edel-optics.mx,sexo,113_gender
edel-optics.cl,sexo,113_gender
edel-optics.co,sexo,113_gender
edel-optics.com.ve,sexo,113_gender
edel-optics.es,sexo,113_gender
edel-optics.com.br,sexo,113_gender
edel-optics.pt,sexo,113_gender
uhrenschmuck24.ch,herren,8_case_thickness
uhrzeit.org,ø koperty,8_case_thickness
lojasgois.com,caixa,8_case_thickness
uhr24.de,gehäusedurchm. ca,8_case_thickness
saatler.com,kasa çapı,8_case_thickness
gimpexsport.eu,lencse magassága,8_case_thickness
addoway.com,sleeve length,14_sleeve_type
addoway.com,sleeve style,14_sleeve_type
tmart.com,sleeve style,14_sleeve_type
fashionmia.com,sleeve type,14_sleeve_type
tmart.com,sleeve type,14_sleeve_type
tmart.com,sleeve’ style,14_sleeve_type
altrider.com,price,21_price
specsandlens.com,price,21_price
superbookshop.net,price,21_price
wishesbridal.com,price,21_price
addoway.com,bottoms size (men's),42_bottom_size
rentreediscount.com,hauteur,42_height
neurika.com,largo (mm),42_width
mcguirearmynavy.com,list price,42_price
suntekstore.com,reference eu size,42_size
edel-optics.be,kleur,50_color
edel-optics.co.za,kleur,50_color
mona-mode.nl,kleur,50_color
pulsiva.com,kleur,50_color
tmart.com,kleur,50_color
edel-optics.ch,genre,116_gender
edel-optics.be,genre,116_gender
edel-optics.ca,genre,116_gender
edel-optics.fr,genre,116_gender
play-asia.com,genre,116_type
edel-optics.cl,tipo de montura,117_frame_type
edel-optics.co,tipo de montura,117_frame_type
edel-optics.com.ve,tipo de montura,117_frame_type
edel-optics.es,tipo de montura,117_frame_type
edel-optics.mx,tipo de montura,117_frame_type
edel-optics.cl,cristales,118_crystal_type
edel-optics.co,cristales,118_crystal_type
edel-optics.com.ve,cristales,118_crystal_type
edel-optics.es,cristales,118_crystal_type
edel-optics.mx,cristales,118_crystal_type
